ModeCode,NTDModeCode,AssetDesc,AgencyDetail,AssetStatus,AssetTypeRoot,AssetTypeVariant,YRBuilt,YRInService,AgencyUsefulLife,StdUsefulLife,Quantity,UnitType,UnitCost,AgencySoftCost,TotalCost,YRCost,AssetPhysAddress,AssetPhysZIP,Latitude,Longitude,LineDivision,BranchGarage,SegmentRoute,LocLinearStart,LocLinearEnd,AgencyAssetUID,AgencyAssetClass,AgencyDeptOwner,AgencyNotes,AgencyConditionRating,AgencyParentUID,AgencyProjNum,AgencyProjCat,AgencyProjDesc,AgencySubFleetID,TOS,RevenueFlag,PriorityStatus,TCPScore,SquareFootage,HistoricPresrvFlag,ItemizedFlag,Manufacturer,ManufacturerCode,ModelNumber,FuelType,CapacitySeated,CapacityStanding,DataYR,DataSRC,ReviewFlag,ApprovedFlag,ApprovalComment,DelayReplaceAge,Rehabed,RehabedDate,CostNotes,UserField1,UserField2,UserField3,UserField4,FilterValue,RVID,PercentContingencyFleet,AssetPhysCity,AssetPhysState,DateofLastCondAssessment,AgencyCapitalResponsibility,LastRenewalYR,LastRenewalType,ADAFlag,AdditionalModeSupport,FTARecodeCategory,LastUpdated,Length,OwnershipType,FundingType,MilesThisYR,LifetimeMilesPerVeh
FB,FB,RADAR FURUNO,RADAR FURUNO,RET,37004.0,,2015,2015,5,,1.0,Each,8453.3,0.0,8453.3,2015.0,MS Sonoma,,,,,,,,,FG000652,,,"1988 Cost-$8,453.30 - Ms Sonoma",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,RADAR FURUNO,RADAR FURUNO,RET,37004.0,,2015,2015,5,,1.0,Each,8795.36,0.0,8795.36,2015.0,MS Marin,,,,,,,,,FG000650,,,"1988 Cost-$8,795.36 - Ms Marin",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
MB,MB,SAN RAFAEL BUS YARD ADD,SAN RAFAEL BUS YARD ADD,EXT,22300.0,,2015,2015,10,,1.0,Each,575777.0,0.0,575777.0,2015.0,D1 Yard,,,,,,,,,BG00532701,,,"1987 Storage Yard-$575,777 - D1 Yard",,,,,,,,,3.0,,194000.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,DIDTELEPHONE EQUIPMENT,DIRECT INWARD DIALING TELEPHONE EQUIPMENT,RET,33500.0,,2015,2015,10,,1.0,Each,19826.58,0.0,19826.58,2015.0,SR A&D Trailer,,,,,,,,,B0009035,,,SR A&D Trailer,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,FORKLIFT TCM 1987,FORKLIFT TCM 1987,RET,53003.0,,2015,2015,10,,1.0,Vehicle,19796.22,0.0,19796.22,2015.0,,,,,,,,,,A0002081,,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
SY,SY,SOFTWARE GFI,SOFTWARE GFI,RET,39200.0,,2015,2015,5,,1.0,Each,16000.0,0.0,16000.0,2015.0,,,,,,,,,,BG00444501,,,"1987 Cost-$16,000",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,RADAR FURUNO,RADAR FURUNO,RET,37004.0,,2015,2015,5,,1.0,Each,9048.6,0.0,9048.6,2015.0,MS San Francisco,,,,,,,,,FG000626,,,"1987 Cost-$9,048.60 - Ms San Francisco",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,RADAR FURUNO,RADAR FURUNO,RET,37004.0,,2015,2015,5,,1.0,Each,10322.23,0.0,10322.23,2015.0,MS Sonoma,,,,,,,,,FG000595,,,"1986 Cost-$10,322.23 - Ms Sonoma",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,RADAR FURUNO,RADAR FURUNO,RET,37004.0,,2015,2015,5,,1.0,Each,10322.23,0.0,10322.23,2015.0,MS San Francisco,,,,,,,,,FG000590,,,"1986 Cost-$10,322.23 - MS San Francisco",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,RADAR FURUNO,RADAR FURUNO,RET,37004.0,,2015,2015,5,,1.0,Each,10322.23,0.0,10322.23,2015.0,MS Marin,,,,,,,,,FG000589,,,"1986 Cost-$10,322.23 - MS Marin",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,MV SONOMA SIDE PANELS,MV SONOMA SIDE PANELS,EXT,38100.0,,2015,2015,21,,1.0,Vehicle,57617.0,0.0,57617.0,2015.0,MS Sonoma,,,,,,,,,FG00046403,,,MS Sonoma,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,False,False,Ferryboat (FB),2020-08-11 21:42:32.833,,,,,
MB,MB,WASHER /EXTRACTOR,WASHER /EXTRACTOR,RET,23402.0,,2015,2015,15,,1.0,Each,6008.53,0.0,6008.53,2015.0,D1 Body Shop Uphol/Lunchroom,,,,,,,,,BG005291,,,"1985 Cost-6,008.53 - D1 Body Shop Uphol/Lunchroom",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,GENERATOR SET MS,GENERATOR SET MS (archive),RET,38304.0,,2015,2015,10,,1.0,Vehicle,27969.0,0.0,27969.0,2015.0,D1 Storage Building,,,,,,,,,FG000569,,,D1 Storage Building,,,,,,,,,3.0,,,False,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,False,False,Ferryboat (FB),2019-12-24 00:13:07.373,,,,,
FB,FB,GEAR BOX REVERSING MS SONOMA,MS SONOMA GEAR BOX REVERSING,EXT,38302.0,,2015,2015,10,,1.0,Vehicle,106550.5,0.0,106550.5,2015.0,MS Sonoma,,,,,,,,,FG000568,,,MS Sonoma,,,,,,,,,3.0,,,False,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,False,False,Ferryboat (FB),2020-08-11 21:58:27.957,,,,,
FB,FB,GEAR BOX REVERSING MS,GEAR BOX REVERSING MS,EXT,38302.0,,2015,2015,10,,1.0,Vehicle,106550.5,0.0,106550.5,2015.0,LFT Warehouse #1,,,,,,,,,FG000567,,,LFT Warehouse #1,,,,,,,,,3.0,,,False,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,False,False,Ferryboat (FB),2019-12-24 00:11:17.887,,,,,
MB,MB,NOVATO BUS YARD RESURFAC,NOVATO BUS YARD RESURFACE,EXT,21210.0,,2015,2015,10,,1.0,Each,19401.36,0.0,19401.36,2015.0,D2 Service Building,,,,,,,,,BG007013,,,1984 D2 Service Building,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,OSCILLOSCOPE,OSCILLOSCOPE,RET,23300.0,,2015,2015,15,,1.0,Each,8125.18,0.0,8125.18,2015.0,Bridge Fuel Island,,,,,,,,,B0000560,,,Bridge Fuel Island,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS STOP SHELTER #487,BUS STOP SHELTER #487,RET,41006.0,,2015,2015,15,,1.0,Each,16126.89,0.0,16126.89,2015.0,Bus Stop Shelter,,,,,,,,,BG007031,,,"1984 Cost-$16,126.89 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,CLEANER HI-PRESSURE,CLEANER HI_PRESSURE,RET,23300.0,,2015,2015,15,,1.0,Each,5331.8,0.0,5331.8,2015.0,LFT Outside Areas,,,,,,,,,FG000541,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,RET,53003.0,,2015,2015,10,,3.0,Vehicles,6666.0,0.0,19998.0,2015.0,,,,,,,,,,BG004168-70,,,D2 Service Building/D1 Fuel Island All assets are already disposed,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,RET,53003.0,,2015,2015,10,,2.0,Vehicles,6666.0,0.0,13332.0,2015.0,,,,,,,,,,BG004161-2,,,D1 Fuel Island Both assets are already disposed,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,RET,53003.0,,2015,2015,10,,1.0,Vehicles,6666.0,0.0,6666.0,2015.0,D3 Service Building,,,,,,,,,BG004126,,,D3 Service Building,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,RET,53003.0,,2015,2015,10,,1.0,Vehicles,6666.0,0.0,6666.0,2015.0,D2 Service Building,,,,,,,,,BG004104,,,D2 Service Building,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FC,FC,SPARE CASH BOXES,SPARE CASH BOXES,RET,34000.0,,2015,2015,10,,1.0,System,7280.0,0.0,7280.0,2015.0,D1 Body Shop Electronic Repair,,,,,,,,,BG007025,,,D1 Body Shop Electronic Repair,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FC,FC,RECEIVING VAULT #4,RECEIVING VAULT #4,RET,34105.0,,2015,2015,10,,1.0,System,10197.0,0.0,10197.0,2015.0,D3 Service Building,,,,,,,,,BG004166,,,"1984 Cost-$10,197 -D3 Service Building",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FC,FC,RECEIVING VAULT #3,RECEIVING VAULT #3,RET,34105.0,,2015,2015,10,,1.0,System,10197.0,0.0,10197.0,2015.0,D2 Service Building,,,,,,,,,BG004167,,,"1984 Cost-$10,197 - D2 Service Building",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FC,FC,RECEIVING VAULT #2,RECEIVING VAULT #2,RET,34105.0,,2015,2015,10,,1.0,System,10197.0,0.0,10197.0,2015.0,D1 Fuel Island,,,,,,,,,BG004164,,,"1984 Cost-$10,197 - D1 Fuel Island",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FC,FC,RECEIVING VAULT #1,RECEIVING VAULT #1,RET,34105.0,,2015,2015,10,,1.0,System,10197.0,0.0,10197.0,2015.0,D1 Fuel Island,,,,,,,,,BG004163,,,"1984 Cost-$10,197 - D1 Fuel Island",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,ENGINE MAIN 149TIB MS,ENGINE MAIN 149TIB MS,RET,38301.0,,2015,2015,10,,1.0,Vehicle,137891.25,0.0,137891.25,2015.0,MS San Francisco,,,,,,,,,FG000573,,,MS San Francisco,,,,,,,,,3.0,,,False,,,,,DF,,0.0,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,False,False,Ferryboat (FB),2019-12-24 00:14:47.647,,,,,
MB,MB,SAN RAFAEL CONCRETE PAD,SAN RAFAEL CONCRETE PAD,EXT,21210.0,,2015,2015,10,,1.0,Each,15025.56,0.0,15025.56,2015.0,D1 Yard,,,,,,,,,B0009008,,,D1 Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,13308.0,0.0,13308.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007009,,,"1986 Cost-$13,308 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,33000.0,0.0,33000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007008,,,"1983 Cost-$33,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,33000.0,0.0,33000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG007007,,,"1983 Cost-$33,000 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,MUZZI PROPTY IMPROVEMENT,MUZZI PROPTY IMPROVEMENT,EXT,43010.0,,2015,2015,25,,1.0,Each,105458.0,0.0,105458.0,2015.0,LFT Outside Areas,,,,,,,,,F000094201,,,"1982 Cost-$105,458 - LFT Outside Areas - MUZZI PROPTY IMPROVEMENT",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,MICROWAVE ANTENNA SYSTEM,MICROWAVE ANTENNA SYSTEM,RET,33500.0,,2015,2015,10,,1.0,Each,16898.0,0.0,16898.0,2015.0,D1 Penthouse Equipment Room,,,,,,,,,BG004074,,,"1982 Cost-16,898 - D1 Penthouse Equipment Room",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,MUZZI PROPTY IMPROVEMENT,MUZZI PROPTY IMPROVEMENT,EXT,43010.0,,2015,2015,25,,1.0,Each,122925.0,0.0,122925.0,2015.0,LFT Outside Areas,,,,,,,,,F0000942,,,"1981 Cost-$122,925 - LFT Outside Areas - MUZZI PROPTY IMPROVEMENT",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,DYNAMOMETER SYSTEM,DYNAMOMETER SYSTEM,RET,23406.0,,2015,2015,15,,1.0,Each,18852.1,0.0,18852.1,2015.0,D1 Maint Shop Dynamometer,,,,,,,,,B0000452,,,D1 Maint Shop Dynamometer,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,GENERATOR - PORTABLE,GENERATOR - PORTABLE,RET,23300.0,,2015,2015,15,,1.0,Each,6000.0,0.0,6000.0,2015.0,LFT Sub Warehouse Yard,,,,,,,,,F0001060,,,LFT Sub Warehouse Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SANTA ROSA COMMUTER LOT,SANTA ROSA COMMUTER LOT,EXT,41602.0,,2015,2015,35,,1.0,Space,107289.0,0.0,107289.0,2015.0,D3 Service Building,,,,,,,,,BG005331,,,"1978 Parking Facilities-Concrete-$107,289 - D3 Service Building",,,,,,,,,3.0,,56000.0,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,
MB,MB,BUS STOP SHELTER #205,BUS STOP SHELTER #205,RET,41006.0,,2015,2015,15,,1.0,Each,5943.28,0.0,5943.28,2015.0,D1 Yard,,,,,,,,,BG001320,,,"1978 Cost-$5,943.28 - D1 Yard",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,5700.28,0.0,5700.28,2015.0,Bus Stop Shelter,,,,,,,,,BG001324,,,"1978 Cost-$5,700.28 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,5771.28,0.0,5771.28,2015.0,Bus Stop Shelter,,,,,,,,,BG001306,,,"1978 Cost-$5,771.28 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,7923.28,0.0,7923.28,2015.0,Bus Stop Shelter,,,,,,,,,BG001285,,,"1978 Cost-$7,923.28 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,DUPLEXOR TIBURON MTN.,DUPLEXOR TIBURON MTN,RET,33500.0,,2015,2015,10,,1.0,Each,6655.18,0.0,6655.18,2015.0,LFT Outside Areas,,,,,,,,,FG000505,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,LARKSPUR ST. IMPROVEMENT,LARKSPUR ST. IMPROVEMENT,EXT,43000.0,,2015,2015,40,,1.0,Lump Sum,689842.0,0.0,689842.0,2015.0,LFT Outside Areas,,,,,,,,,FG000544,,,"1977 Cost-$689,842 - LARKSPUR ST. IMPROVEMENT - ROAD, CURBS, DRAINS, TRAFFIC LIG HT, & OVER PASS",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,5322.13,0.0,5322.13,2015.0,Bus Stop Shelter,,,,,,,,,BG005314,,,"1977 Cost-$5,322.13 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,15286.0,0.0,15286.0,2015.0,Bus Stop Shelter,,,,,,,,,BG005304,,,Originally charged to Bridge - Bus Stop Shelter,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,5321.04,0.0,5321.04,2015.0,Bus Stop Shelter,,,,,,,,,BG005293,,,"1977 Cost-$5,321.04 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LARKSPUR LOT LANDSCAPING,LARKSPUR LOT LANDSCAPING,RET,43010.0,,2015,2015,10,,1.0,Each,251248.0,0.0,251248.0,2015.0,LFT Outside Areas,,,,,,,,,FG000473,,,"1977 Cost-$251,248 - LFT Outside Areas",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,15023.0,0.0,15023.0,2015.0,Bus Stop Shelter,,,,,,,,,BG005307,,,"1976 Cost-$15,023 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,5677.82,0.0,5677.82,2015.0,Bus Stop Shelter,,,,,,,,,BG005303,,,"1976 Cost-$5,677.82 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006.0,,2015,2015,15,,1.0,Each,15000.0,0.0,15000.0,2015.0,Bus Stop Shelter,,,,,,,,,BG005302,,,Originally charged to Bridge - Bus Stop Shelter,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,MACHINE-LATHE,MACHINE_LATHE,RET,23410.0,,2015,2015,15,,1.0,Each,9407.29,0.0,9407.29,2015.0,LFT Engine Room,,,,,,,,,FG000308,,,LFT Engine Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS STOP SIGNS,BUS STOP SIGNS,RET,41901.0,,2015,2015,10,,1.0,Each,10659.35,0.0,10659.35,2015.0,Bus Stop Shelter,,,,,,,,,BG000873,,,"1976 Cost-$10,659.35 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,FORKLIFT CATEPILLAR 1976,FORKLIFT CATERPILLAR 1976,RET,53003.0,,2015,2015,10,,1.0,Vehicle,17925.4,0.0,17925.4,2015.0,LFT Outside Areas,,,,,,,,,FG000307,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,ZZZ,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FB,FB,SAUSALITO TERMINAL DESIG,SAUSALITO TERMINAL DESIGN,RET,43010.0,,2015,2015,25,,1.0,Each,312949.36,0.0,312949.36,2015.0,Sausilito Layup Berth,,,,,,,,,FG000539,,,"1975 Cost-$312,949.36 - Sausalito Layup Berth",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,SAN RAFAEL ADMIN BLDG 1,SAN RAFAEL ADMIN BLDG 1,EXT,21100.0,,2015,2015,50,,1.0,Building,832007.0,0.0,832007.0,2015.0,D1 Yard,,,,,,,,,B0000208,,,ADMIN & LANDSCAPING,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,SAN RAFAEL WASH BLDG,SAN RAFAEL WASH BLDG,RET,23402.0,,2015,2015,50,,1.0,Each,199494.0,0.0,199494.0,2015.0,D1 Wash Island,,,,,,,,,BG005329,,,Located at D1 Wash Island,,,,,,,,,3.0,,3750.0,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,BUS STOP SIGNS,BUS STOP SIGNS,RET,41901.0,,2015,2015,10,,1.0,Each,44057.04,0.0,44057.04,2015.0,Bus Stop Shelter,,,,,,,,,BG000783,,,"1972 Cost-$44,057.04 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,BUS STOP SIGNS,BUS STOP SIGNS,RET,41901.0,,2015,2015,10,,1.0,Each,23768.95,0.0,23768.95,2015.0,Bus Stop Shelter,,,,,,,,,B0000220,,,"1975 Cost-$23,768.92 - Bus Stop Shelter",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,FENDERING SYSTEM,FENDERING SYSTEM,RET,43024.0,,2015,2015,10,,1.0,Each,5000.0,0.0,5000.0,2015.0,,,,,,,,,,F0000106,,,,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,APPLE MAC PRO DESKTOP,,EXT,39101.0,,2015,2015,5,,1.0,Each,8286.05,0.0,8286.05,2015.0,,,,,,,,,,CIP-1619-04,,,"Includes 27"" Thunderbolt Monitor, Magic Mouse 2 and keyboard.CIP 01-1619.",,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,GANGWAY & PIERS - 2016,FERRY FACILITIES REHABILITATION AND DREDGING,EXT,43022.0,,2015,2015,30,,1.0,Lump Sum,6359000.0,0.0,6359000.0,2015.0,,,,,,,,,,CIP-0503-16,,,2016 - CIP-0503,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,MANITOWOC ICE MAKER,LARKSPUR FERRY TERMINAL,EXT,23000.0,,2015,2015,5,,1.0,Each,7652.35,0.0,7652.35,2015.0,,,,,,,,,,CIP-1431-15,,,"2015 - Manitowoc Model No. IY-1494N, Indigo Series Ice Maker, Cube Style, Air-Cooled, Remote condenser with BIN 970. 4-1549.",,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,
SY,SY,OFFICE WORKSTATION,,EXT,39101.0,,2015,2015,7,,1.0,Each,5190.2,0.0,5190.2,2015.0,,,,,,,,,,CIP-1619-05,,,Workstation modification for HR office (Abby and Maria work area.)CIP 1-1619.,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,SAN FRANCISCO FERRY TERMINAL UTILITY&ROOF,UTILITY & ROOF IMPROVEMENT,EXT,41295.0,,2015,2015,10,,1.0,Sq Foot,1578299.61,0.0,1578299.61,2015.0,,,,,,,,,,CIP-1215,,,REHABILITATION. CIP-04-1215.,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,PETRO BARRIER FLOAT SET,PETRO BARRIER FLOAT 100 SETS FOR FIXED TERMINAL BOOM IN LARKSPUR,EXT,43022.0,,2015,2015,10,,1.0,Each,9302.0,0.0,9302.0,2015.0,,,,,,,,,,CIP-1549,,,2015 - Petro Barrier Float 100 sets for fixed terminal boom in Larkspur. 4-1549.,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
