SY,SY,HEWLETT PACKARD PRINTER,HEWLETT PACKARD PRINTER,RET,39105,,2015,2015,5,,1,Each,"$7,944.47 ",0,"$7,944.47 ",2015,IS Computer Room,,,,,,,,,A0003289,,,IS Computer Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,COMPUTER SERVER,COMPUTER SERVER,RET,39103,,2015,2015,5,,1,Each,"$7,937.12 ",0,"$7,937.12 ",2015,IS Computer Room,,,,,,,,,A0003501,,,"2004 Cost-$7,937.12 - Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,*CRUSHER*,CRUSHER,EXT,41006,,2015,2015,15,,1,Each,"$7,929.28 ",0,"$7,929.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001297,,,"1978 Cost-$7,929.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006,,2015,2015,15,,1,Each,"$7,923.28 ",0,"$7,923.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001285,,,"1978 Cost-$7,923.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,BAR PORTABLE MVDN,BAR PORTABLE MVDN,EXT,23200,,2015,2015,10,,1,Each,"$7,887.44 ",0,"$7,887.44 ",2015,MV Del Norte,,,,,,,,,F0001523,,,Includes fixed service center refrigerator W. Countertop,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,SHOTBLASTER-AIRLESS,SHOTBLASTER-AIRLESS,EXT,23300,,2015,2015,15,,1,Each,"$7,877.92 ",0,"$7,877.92 ",2015,Heavy Duty Maint. Bldg.,,,,,,,,,B0000598,,,Heavy Duty Maint Bldg,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS STOP SHELTER #349,BUS STOP SHELTER #349,EXT,41006,,2015,2015,15,,1,Each,"$7,871.28 ",0,"$7,871.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001293,,,"1978 Cost-$7,871.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,AIR COMPRESSOR PUMP,AIR COMPRESSOR PUMP,EXT,23416,,2015,2015,10,,1,Each,"$7,868.79 ",0,"$7,868.79 ",2015,,,,,,,,,,BG004873,,,"2005 Cost-$7,868.79-",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,ROTO CLONE,ROTO CLONE,EXT,34105,,2015,2015,15,,1,System,"$7,768.84 ",0,"$7,768.84 ",2015,D1 Maint Shop Compressor Room,,,,,,,,,B0009138,,,"1996 Cost-$7,768.84 - D1 Maint Shop Compressor Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,TELECONFERENCE SYSTEM,TELECONFERENCE SYSTEM,EXT,33400,,2015,2015,7,,1,Each,"$7,740.85 ",0,"$7,740.85 ",2015,,,,,,,,,,BR001744,,,Adm Bldg Board Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,MANITOWOC ICE MAKER,LARKSPUR FERRY TERMINAL,EXT,23000,,2015,2015,5,,1,Each,"$7,652.35 ",0,"$7,652.35 ",2015,,,,,,,,,,CIP-1431-15,,,"2015 - Manitowoc Model No. IY-1494N, Indigo Series Ice Maker, Cube Style, Air-Cooled, Remote condenser with BIN 970. 4-1549.",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,SAN RAFAEL ADMIN CARD SY,SAN RAFAEL CARD SY,EXT,21509,,2015,2015,20,,1,Each,"$7,647.86 ",0,"$7,647.86 ",2015,D1 Yard,,,,,,,,,b000020806,,,D1 Yard,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,TANKS TEMPORARY OIL&LUB,TANKS TEMPORARY OIL&LUB,RET,23300,,2015,2015,10,,1,Each,"$7,630.65 ",0,"$7,630.65 ",2015,D1 Yard,,,,,,,,,B0009051,,,"1989 Cost-$7,630.65 - D1 Yard",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$7,616.28 ",0,"$7,616.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001279,,,"1978 Cost-$7,616.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,DONUT FENDER & PILE EXT-LFT,DONUT FENDER & PILE EXT-LFT,EXT,38100,,2015,2015,10,,1,Each,"$7,598.40 ",0,"$7,598.40 ",2015,LFT Outside Areas,,,,,,,,,F0001431,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,COMPUTER SERVER,COMPUTER SERVER,RET,39103,,2015,2015,5,,1,Each,"$7,543.27 ",0,"$7,543.27 ",2015,IS Computer Room,,,,,,,,,A0003511,,,"2004 Cost-$7,543.27",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,RECLAIM SYSTEM,RECLAIM SYSTEM,EXT,23300,,2015,2015,15,,1,Each,"$7,541.36 ",0,"$7,541.36 ",2015,Heavy Duty Maint. Bldg.,,,,,,,,,BG007537,,,"2001 Cost-$7,541.36 - Heavy Duty Maint. Bldg",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,FATPIPE MPVPN APPLIANCE,NETWORK REDUNDANCY: FATPIPE MPVPN APPLIANCE,EXT,39301,,2015,2015,5,,1,Each,"$7,456.25 ",0,"$7,456.25 ",2015,LFT Kiosk B,,,,,,,,,F0001879,,,Network Redundancy. LFT Kiosk B,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,FATPIPE MPVPN APPLIANCE,NETWORK REDUNDANCY: FATPIPE MPVPN APPLIANCE,EXT,39301,,2015,2015,5,,1,Each,"$7,456.25 ",0,"$7,456.25 ",2015,Sausilito Container #3,,,,,,,,,F0001881,,,Network Redundancy. Sausalito Container #3,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,FATPIPE MPVPN APPLIANCE,NETWORK REDUNDANCY: FATPIPE MPVPN APPLIANCE,EXT,39301,,2015,2015,5,,1,Each,"$7,456.25 ",0,"$7,456.25 ",2015,SFFT,,,,,,,,,F0001882,,,Network Redundancy. SFFT,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,TRAILER REHAB - PUBLIC REL,TRAILER REHAB - PUBLIC REL,EXT,21100,,2015,2015,15,,1,Building,"$7,427.74 ",0,"$7,427.74 ",2015,Bldg F - IS Director Trailer,,,,,,,,,FA00023,,,Bldg F -IS Director Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,TRAILER SAFETY SHED,TRAILER SAFETY SHED,EXT,21211,,2015,2015,25,,1,Each,"$7,352.80 ",0,"$7,352.80 ",2015,D2 Service Building,,,,,,,,,BG004480,,,"1984 Cost-$7,352.80 - D2 Service Building",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,TRAILER VAULT SHED,TRAILER VAULT SHED,EXT,21211,,2015,2015,25,,1,Each,"$7,352.80 ",0,"$7,352.80 ",2015,D3 Service Building,,,,,,,,,BG004481,,,"1984 Cost-$7,352.80 - D3 Service Building",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,TRAILER RADIO SHED,TRAILER RADIO SHED,EXT,21211,,2015,2015,25,,1,Each,"$7,352.79 ",0,"$7,352.79 ",2015,D1 Yard,,,,,,,,,BG004479,,,"1984 Cost-$7,352.79 - D1 Yard",,,,,,,,,3,,3400,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,SWITCH - COMPUTER,SWITCH - COMPUTER,RET,39300,,2015,2015,5,,1,Each,"$7,320.51 ",0,"$7,320.51 ",2015,LFT Mechanical Room,,,,,,,,,A0003549,,,"2007 Cost-$7,320.51 - LFT Mechanical Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,SWITCH - COMPUTER,SWITCH - COMPUTER,RET,39300,,2015,2015,5,,1,Each,"$7,320.50 ",0,"$7,320.50 ",2015,IS Computer Room,,,,,,,,,A0003548,,,"2007 Cost-$7,320.50 - IS Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,DATA PROJECTOR,DATA PROJECTOR,RET,39110,,2015,2015,7,,1,Each,"$7,306.42 ",0,"$7,306.42 ",2015,D1 IT Supvr Office,,,,,,,,,B0009234,,,"2000 Cost-$7,306.42 - D1 Safety/Training Supv",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SECURITY SYSTEM,SECURITY SYSTEM,RET,21211,,2015,2015,10,,1,Each,"$7,293.12 ",0,"$7,293.12 ",2015,D1 Body Shop Electronic Repair,,,,,,,,,BG004763,,,"2001 Cost-$7,293.12",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FC,FC,SPARE CASH BOXES,SPARE CASH BOXES,RET,34000,,2015,2015,10,,1,System,"$7,280.00 ",0,"$7,280.00 ",2015,D1 Body Shop Electronic Repair,,,,,,,,,BG007025,,,D1 Body Shop Electronic Repair,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,ENGINE - TRAINING,ENGINE - TRAINING,EXT,23300,,2015,2015,10,,1,Each,"$7,182.65 ",0,"$7,182.65 ",2015,Heavy Duty Maint. Bldg.,,,,,,,,,B0009254,,,"2001 Cost-$7,182.65 - Heavy Duty Maint Bldg",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,EYE ROD HYDRAULIC CYLIND,EYE ROD HYDRAULIC CYLINDER,RET,23300,,2015,2015,15,,1,Each,"$7,181.60 ",0,"$7,181.60 ",2015,LFT Warehouse #1,,,,,,,,,FG000727,,,LFT Warehouse #1,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,COMPUTER - VIRUS WALL APPLI,COMPUTER - VIRUS WALL APPLI,RET,23101,,2015,2015,5,,1,Each,"$7,085.05 ",0,"$7,085.05 ",2015,IS Computer Room,,,,,,,,,A00003523,,,IS Computer Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,COMPUTER - VIRUS WALL APPLI,COMPUTER - VIRUS WALL APPLI,RET,23101,,2015,2015,5,,1,Each,"$7,085.05 ",0,"$7,085.05 ",2015,IS Computer Room,,,,,,,,,A00003524,,,IS Computer Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,METAL BUILDING CAR PORT,,EXT,21509,,2015,2015,5,,1,Space,"$7,060.62 ",0,"$7,060.62 ",2015,,,,,,,,,,B0009360,,,2015 - 3-1539.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,INTERCOM & PA SYSTEM,INTERCOM & PA SYSTEM,EXT,33201,,2015,2015,10,,1,Each,"$7,059.00 ",0,"$7,059.00 ",2015,MS Sonoma,,,,,,,,,FG000720,,,"1990 Cost-$7,059 - MS Sonoma",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
FB,FB,INTERCOM & PA SYSTEM,INTERCOM & PA SYSTEM,RET,33402,,2015,2015,10,,1,Each,"$7,059.00 ",0,"$7,059.00 ",2015,MS San Francisco,,,,,,,,,FG000723,,,"1990 Cost-$7,059 - MS San Francisco",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,1,Each,"$7,036.63 ",0,"$7,036.63 ",2015,IS Computer Room,,,,,,,,,A0003485,,,IS Computer Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,1,Each,"$7,036.63 ",0,"$7,036.63 ",2015,IS Computer Room,,,,,,,,,A0003486,,,"2003 Cost-$7,036.63 -IS Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,1,Each,"$7,036.63 ",0,"$7,036.63 ",2015,IS Computer Room,,,,,,,,,A0003487,,,IS Computer Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,4 TV MONITORS BUS TRNG TRAILER,,EXT,39110,,2015,2015,7,,1,Each,"$7,032.25 ",0,"$7,032.25 ",2015,,,,,,,,,,B0009363-01,,,"10/31/15 - (2) Samsung UN65H6203AFX2A, (1) Sharp Aquos HD 65"", (1) Sharp Aquos HD 70"" 1-1510.",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,PHOTOCOPIER XEROX,PHOTOCOPIER XEROX,RET,39105,,2015,2015,5,,1,Each,"$6,912.26 ",0,"$6,912.26 ",2015,D4 San Francisco Plant,,,,,,,,,B0000823,,,"1994 Cost-$6,912.26 - D4 San Francisco Plant",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,PHOTOCOPIER XEROX,PHOTOCOPIER XEROX,RET,39105,,2015,2015,5,,1,Each,"$6,912.26 ",0,"$6,912.26 ",2015,D1 Mail/Copy Room,,,,,,,,,B0000879,,,"1994 Cost-$6,912.26 - D1 Mail/Copy Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER 349,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$6,825.91 ",0,"$6,825.91 ",2015,,,,,,,,,,BG00129301,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER-#205,BUS STOP SHELTER #205,EXT,41006,,2015,2015,15,,1,Each,"$6,825.91 ",0,"$6,825.91 ",2015,Bus Stop Shelter,,,,,,,,,BG00132001,,,Bus Stop Shelter,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER-#335,BUS STOP SHELTER #335,EXT,41006,,2015,2015,15,,1,Each,"$6,825.91 ",0,"$6,825.91 ",2015,Bus Stop Shelter,,,,,,,,,BG00132601,,,Bus Stop Shelter,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER 349,BUS STOP SHELTER-#349,EXT,41006,,2015,2015,15,,1,Each,"$6,825.91 ",0,"$6,825.91 ",2015,,,,,,,,,,BG0029301,,,Bus Stop Shelter,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,CLEANER FLOOR,CLEANER FLOOR,EXT,23300,,2015,2015,15,,1,Each,"$6,803.64 ",0,"$6,803.64 ",2015,Heavy Duty Maint. Bldg.,,,,,,,,,B0009291,,,"2004 Cost-$6,803.64 - Heavy Duty Maint Bldg",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$6,773.28 ",0,"$6,773.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001313,,,"1978 Cost-$6,773.28 -Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER #575,BUS STOP SHELTER #575,EXT,41006,,2015,2015,15,,1,Each,"$6,757.15 ",0,"$6,757.15 ",2015,Bus Stop Shelter,,,,,,,,,BG001315-01,,,Bus Stop Shelter,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,OIL FILTER CRUSHER,OIL FILTER CRUSHER,EXT,23420,,2015,2015,15,,1,Each,"$6,730.41 ",0,"$6,730.41 ",2015,D1 Maint Shop Repair Pit,,,,,,,,,B0009336,,,D1 Maint Shop Repair Pit,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,"SERVER, CONTROL","SERVER, CONTROL",RET,39103,,2015,2015,5,,1,Each,"$6,727.00 ",0,"$6,727.00 ",2015,SR A&D Trailer Computer Rm,,,,,,,,,A0003531,,,"2005 Cost-$6,727 - SR A&D Trailer Computer Rm",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,"SERVER, CONTROL","SERVER, CONTROL",RET,39103,,2015,2015,5,,1,Each,"$6,727.00 ",0,"$6,727.00 ",2015,IS Computer Room,,,,,,,,,A0003532,,,"2005 Cost-$6,727 - IS Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,RET,53003,,2015,2015,10,,1,Vehicles,"$6,666.00 ",0,"$6,666.00 ",2015,D2 Service Building,,,,,,,,,BG004104,,,D2 Service Building,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,RET,53003,,2015,2015,10,,1,Vehicles,"$6,666.00 ",0,"$6,666.00 ",2015,D3 Service Building,,,,,,,,,BG004126,,,D3 Service Building,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,EXT,53003,,2015,2015,10,,1,Vehicles,"$6,666.00 ",0,"$6,666.00 ",2015,D3 Service Building,,,,,,,,,BG004165,,,D3 Service Building,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
FC,FC,MONEY TRANSPORT,MONEY TRANSPORT,EXT,53003,,2015,2015,10,,1,Vehicles,"$6,666.00 ",0,"$6,666.00 ",2015,D3 Service Building,,,,,,,,,BG007024,,,D3 Service Building,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
FB,FB,DUPLEXOR TIBURON MTN.,DUPLEXOR TIBURON MTN,RET,33500,,2015,2015,10,,1,Each,"$6,655.18 ",0,"$6,655.18 ",2015,LFT Outside Areas,,,,,,,,,FG000505,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,CUDA PARTS WASHER,CUDA PARTS WASHER,EXT,23301,,2015,2015,15,,1,Each,"$6,630.56 ",0,"$6,630.56 ",2015,D1 HD Maint Bldg Unit Room,,,,,,,,,B0009346,,,D1 HD Maint Bldg Unit Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,CUDA PARTS WASHER,CUDA PARTS WASHER,EXT,23301,,2015,2015,15,,1,Each,"$6,630.56 ",0,"$6,630.56 ",2015,D1 HD Maint Bldg Unit Room,,,,,,,,,B0009347,,,D1 HD Maint Bldg Unit Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,SWITCH,SWITCH,RET,39300,,2015,2015,5,,1,Each,"$6,609.36 ",0,"$6,609.36 ",2015,IS Equipment Off Site,,,,,,,,,BR002212,,,IS Equipment Off Site,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SECURITY SYSTEM-NOVA2000,SECURITY SYSTEM-NOVA2000,RET,21211,,2015,2015,10,,1,Each,"$6,574.42 ",0,"$6,574.42 ",2015,D1 Body Shop Electronic Repair,,,,,,,,,BG004767,,,"2002 Cost-$6,574.42",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,WORKSTATION,WORKSTATION,EXT,23102,,2015,2015,20,,1,Each,"$6,549.86 ",0,"$6,549.86 ",2015,D1 Scheduling,,,,,,,,,B0009248,,,"2002 Workstation-$6,549.86 - D1 Scheduling",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,AUTOMATIC SLIDING DOOR,AUTOMATIC SLIDING DOOR,EXT,21515,,2015,2015,10,,1,Each,"$6,541.00 ",0,"$6,541.00 ",2015,,,,,,,,,,BR001939,,,Adm Bldg Lobby/Recept Area,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,AUTOMATIC SLIDING DOOR,AUTOMATIC SLIDING DOOR,EXT,21515,,2015,2015,10,,1,Each,"$6,541.00 ",0,"$6,541.00 ",2015,,,,,,,,,,BR001940,,,Adm Bldg Lobby/Recept Area,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,AUTOMATIC SLIDING DOOR,AUTOMATIC SLIDING DOOR,EXT,21515,,2015,2015,10,,1,Each,"$6,541.00 ",0,"$6,541.00 ",2015,,,,,,,,,,BR001941,,,Adm Bldg Toll Office,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,AIR COMPRESSOR,AIR COMPRESSOR,EXT,23416,,2015,2015,10,,1,Each,"$6,496.95 ",0,"$6,496.95 ",2015,,,,,,,,,,B0009294,,,"2005 Cost-$6,496.95-D1 Maint Shop Compressor Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,CART ELECTRIC,CART ELECTRIC,EXT,53003,,2015,2015,3,,1,Vehicle,"$6,466.67 ",0,"$6,466.67 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,B0009208,,,D1 Non-Revenue Vehicle,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,,
MB,MB,ENGINE ANGLYZER KIT-DELU,ENGINE ANGLYZER KIT-DELU,EXT,23300,,2015,2015,7,,1,Each,"$6,447.96 ",0,"$6,447.96 ",2015,D1 Non-Revenue Vehicles,,,,,,,,,BG007519,,,"2001 Cost-$6,447.96 - D1 Non-Revenue Vehicles",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,HP PLOTTER PRINTER,HP PLOTTER PRNTER,EXT,23100,,2015,2015,5,,1,Each,"$6,406.54 ",0,"$6,406.54 ",2015,Bldg B - Procurement Trailer,,,,,,,,,A0003597,,,Bldg B - Procurement Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,BRIDGE ADMIN OFF REDESIGN #111,BRIDGE ADMIN OFF REDESIGN #111,EXT,21100,,2015,2015,20,,1,Each,"$6,402.16 ",0,"$6,402.16 ",2015,Adm Bldg Aud Adm Assistant,,,,,,,,,A0003623,,,Adm Bldg Aud Adm Assistant,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,PRESSURE WASHER-BODY SHOP,PRESSURE WASHER-BODY SHOP,EXT,23402,,2015,2015,15,,1,Each,"$6,397.54 ",0,"$6,397.54 ",2015,D1 Body Shop Bus Repair,,,,,,,,,B0009337,,,D1 Body Shop Bus Repair,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
